"sid","userid","retweetOfId","gid","mid_num","idstr","text","source","create_at","reposts_count","comments_count","attitude_count","favorited","truncated","bmiddle_pic"
"3830443890107616","3765107901",NULL,NULL,"3830443890107616","3830443890107616","链接查看评论","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Sat Apr 11 14:07:32 +0800 2015","0","1","0",NULL,NULL,"http://ww1.sinaimg.cn/bmiddle/e06afcbdgw1er1lik8wocj209z0asq3f.jpg"
"3830527704622558","2995266894",NULL,NULL,"3830527704622558","3830527704622558","最近简直就是买买买的节奏停不下来啊[笑cry][笑cry][笑cry]下午到晚上有四个包裹了好嘛[笑cry][笑cry][笑cry]","<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>","Sat Apr 11 19:40:35 +0800 2015","0","2","1",NULL,NULL,NULL
"3830540703040145","2241189485",NULL,NULL,"3830540703040145","3830540703040145","一起坐在草地上静静的听场音乐会怎么样[心]","<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>","Sat Apr 11 20:32:14 +0800 2015","2","8","27",NULL,NULL,"http://ww4.sinaimg.cn/bmiddle/8595d66djw1er1wmtoj1fj20hs0dcgnv.jpg"
"3830541554112198","3765107901",NULL,NULL,"3830541554112198","3830541554112198","链接查看评论","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Sat Apr 11 20:35:35 +0800 2015","0","1","0",NULL,NULL,"http://ww3.sinaimg.cn/bmiddle/e06afcbdgw1er1wqby5eyj207f0ceq34.jpg"
"3830550764346804","1042026447",NULL,NULL,"3830550764346804","3830550764346804","雨夜。","<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>","Sat Apr 11 21:12:13 +0800 2015","3","25","85",NULL,NULL,"http://ww2.sinaimg.cn/bmiddle/3e1c0fcfjw1er1xs51sxfj218g18g7mi.jpg"
"3830554975850459","1638793632",NULL,NULL,"3830554975850459","3830554975850459","如果说回忆不过周杰伦，青春不过五月天，那么中间一定有一段好久不见，却又深刻的十年，Eason。","<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>","Sat Apr 11 21:28:57 +0800 2015","7","14","52",NULL,NULL,"http://ww4.sinaimg.cn/bmiddle/61ae01a0jw1er1y9ue298j20ns0kw75y.jpg"
"3830571631672583","5209327470",NULL,NULL,"3830571631672583","3830571631672583","链接查看评论","<a href=""http://app.weibo.com/t/feed/6G7MnG"" rel=""nofollow"">三星GALAXY S4</a>","Sat Apr 11 22:35:08 +0800 2015","0","1","0",NULL,NULL,"http://ww3.sinaimg.cn/bmiddle/005GxO2Ogw1er206pt8kcj306t0bct8r.jpg"
"3830593437939045","2377243715",NULL,NULL,"3830593437939045","3830593437939045","跑步仍在繼續，有室友姑娘一起，一人一個夜晚是比較孤單，兩個人應該就不會了……","<a href=""http://weibo.com/"" rel=""nofollow"">三星GALAXY S4</a>","Sun Apr 12 00:01:47 +0800 2015","0","4","2",NULL,NULL,NULL
"3830601688001396","1111681197",NULL,NULL,"3830601688001396","3830601688001396","一离京就下雨，一下雨就延误～～现在航班有延迟赔付了，擦航就卡着点飞天上转圈，多转了半个多小时，真是机智[挖鼻屎][挖鼻屎][挖鼻屎]","<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>","Sun Apr 12 00:34:34 +0800 2015","2","8","11",NULL,NULL,"http://ww2.sinaimg.cn/bmiddle/4242e8adjw1er23k86rfsj20hs0hs41i.jpg"
"3830623435462504","2871008062",NULL,NULL,"3830623435462504","3830623435462504","?手机坏了 现在特别想可以自己工作赚钱换个时尚时尚最时尚的手机 [泪流满面][泪流满面][泪流满面]","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Sun Apr 12 02:00:59 +0800 2015","0","2","1",NULL,NULL,NULL
"3830693409138674","2995266894",NULL,NULL,"3830693409138674","3830693409138674","好大的雾[睡觉]","<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>","Sun Apr 12 06:39:02 +0800 2015","0","2","0",NULL,NULL,NULL
"3830737277424342","5209327470",NULL,NULL,"3830737277424342","3830737277424342","链接查看评论","<a href=""http://app.weibo.com/t/feed/6G7MnG"" rel=""nofollow"">三星GALAXY S4</a>","Sun Apr 12 09:33:21 +0800 2015","0","1","0",NULL,NULL,"http://ww4.sinaimg.cn/bmiddle/005GxO2Ogw1er2j7kxid0j308n0baweo.jpg"
"3830741659812604","5103578591",NULL,NULL,"3830741659812604","3830741659812604","羽毛球羽毛球羽毛球羽毛球[哼]打不好能怎么办","<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>","Sun Apr 12 09:50:46 +0800 2015","2","30","67",NULL,NULL,NULL
"3830741983284956","1698513182",NULL,NULL,"3830741983284956","3830741983284956","【传曼联出价更高，有望击败利物浦签下德佩】据《镜报》报道，曼联已告知埃因霍温，他们愿意满足对方的要价——2500万英镑。这一价格超过了利物浦所愿意支付的2000万英镑，虽然红军考察这名球员也有18个月之久。此前曼联主帅范加尔对今夏的引援给出了暗示，他说：“我毫不怀疑，那些球员会来曼联。”","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Sun Apr 12 09:52:03 +0800 2015","18","38","33",NULL,NULL,"http://ww3.sinaimg.cn/bmiddle/653d411egw1er2jidwindj20gx098wf0.jpg"
"3830746529867301","3065811691",NULL,NULL,"3830746529867301","3830746529867301","头发真的不是好几天没有洗了[呵呵]","<a href=""http://weibo.com/"" rel=""nofollow"">Android</a>","Sun Apr 12 10:10:07 +0800 2015","0","4","2",NULL,NULL,"http://ww1.sinaimg.cn/bmiddle/b6bc92ebjw1er2k9t8ttzj20qo0zmq7k.jpg"
"3830747519627585","1698513182",NULL,NULL,"3830747519627585","3830747519627585","【巴萨副主席：不知道恩里克为什么换下内马尔】在今天凌晨的比赛中巴萨客场2-2战平塞维利亚。赛后，巴萨副主席霍尔迪-梅斯特在接受采访时对恩里克在比赛还有20分钟时就将内马尔换下的决定表示不解，他拒绝评论内马尔被换下场时做出的手势：“我不知道恩里克为什么把内马尔换下来，他有自己的理由。”","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Sun Apr 12 10:14:03 +0800 2015","8","21","21",NULL,NULL,"http://ww2.sinaimg.cn/bmiddle/653d411egw1er2jnnvk4vj20k00bawfc.jpg"
"3830747959422636","5103578591",NULL,NULL,"3830747959422636","3830747959422636","我每天都梦见你。虽然悬殊但是我一直保持暗恋的勇气。不管我有多么的过客","<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>","Sun Apr 12 10:15:48 +0800 2015","6","11","68",NULL,NULL,NULL
"3830775537599654","5209327470",NULL,NULL,"3830775537599654","3830775537599654","链接查看评论","<a href=""http://app.weibo.com/t/feed/6G7MnG"" rel=""nofollow"">三星GALAXY S4</a>","Sun Apr 12 12:05:23 +0800 2015","0","1","0",NULL,NULL,"http://ww2.sinaimg.cn/bmiddle/005GxO2Ogw1er2nlrim7ej309f0ayglt.jpg"
"3830778838612098","3121700831",NULL,NULL,"3830778838612098","3830778838612098","1, 2, 3, 2, 3, 4, 3, 4, 5, ... 问前25个数的和是多少，用小学一年级的知识(没学过乘法)，该怎么解啊？","<a href=""http://app.weibo.com/t/feed/6G7MnG"" rel=""nofollow"">三星GALAXY S4</a>","Sun Apr 12 12:18:30 +0800 2015","8","24","8",NULL,NULL,NULL
"3830864884736343","1641561812",NULL,NULL,"3830864884736343","3830864884736343","【海南30万亩玉米滞销每斤只卖6毛钱！部分农户无钱还贷】近期海南东方市种植的30万亩甜玉米丰收，然而由于市场供大于求导致玉米价格下跌，现每斤仅卖6毛钱，低于成本价！不少玉米已干瘪，部分农户无钱还贷！（央视）","<a href=""http://app.weibo.com/t/feed/6BozqB"" rel=""nofollow"">经济观察网</a>","Sun Apr 12 18:00:24 +0800 2015","37","38","48",NULL,NULL,"http://ww3.sinaimg.cn/bmiddle/61d83ed4jw1er2xv6pmtwj20fa0bb0ui.jpg"
"3830867170440892","2200249730",NULL,NULL,"3830867170440892","3830867170440892","【因不满航班餐食 男子将盖饭泼向空姐致其烫伤[怒]】因为吃饭不满意就在飞机上耍横，这样的乘客还真有！10日，宁波—长沙的PN6260航班上，一乘客因不满航班餐食配备，在客舱中抢夺热盖饭，泼向空姐，将其烫伤。该乘客被机场警方处500元处罚并责令其向受伤乘务员做出一定金额补偿。http://t.cn/RAS7ZpN","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Sun Apr 12 18:09:29 +0800 2015","2","4","4",NULL,NULL,"http://ww4.sinaimg.cn/bmiddle/83252582jw1er2y4m62xhj20c70dgabf.jpg"
"3830872949985590","5103578591",NULL,NULL,"3830872949985590","3830872949985590","爱死中药粉 痘痘终于好了！@SS就是霂霂","<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>","Sun Apr 12 18:32:28 +0800 2015","2","10","41",NULL,NULL,NULL
"3830875466485025","5103578591",NULL,NULL,"3830875466485025","3830875466485025","宅女好累呀，很难找到男朋友，只能自己养活自己，必须要找到一份有保障的工作，才不用担心以后怎么生活。[泪]","<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>","Sun Apr 12 18:42:28 +0800 2015","9","27","106",NULL,NULL,NULL
"3830876729076569","5103578591",NULL,NULL,"3830876729076569","3830876729076569","无意中在“非常完美”中看到你对你怦然心动，但是我知道这个是遥远的爱情，看到你拒绝上台的女生，在看到你对喜欢的女生勇敢的表白，其实那种感觉其实心里真的很不好受。但是，也知道我只能在心里默默的喜欢，没有勇气跟你说喜欢你！默默关注你的微博，默默为你加油！","<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>","Sun Apr 12 18:47:29 +0800 2015","8","15","65",NULL,NULL,NULL
"3830877987460951","5103578591",NULL,NULL,"3830877987460951","3830877987460951","我谢谢树洞君，树洞君棒棒哒","<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>","Sun Apr 12 18:52:29 +0800 2015","1","3","48",NULL,NULL,NULL
"3830879007089205","5209327470",NULL,NULL,"3830879007089205","3830879007089205","链接查看评论","<a href=""http://app.weibo.com/t/feed/6G7MnG"" rel=""nofollow"">三星GALAXY S4</a>","Sun Apr 12 18:56:32 +0800 2015","0","1","0",NULL,NULL,"http://ww1.sinaimg.cn/bmiddle/005GxO2Ogw1er2zhkkowwj307a0bh74g.jpg"
"3830879988246411","1641561812",NULL,NULL,"3830879988246411","3830879988246411","【温州商人集资300万建豪华龙舟 3年沉3次】2012年，几位温州商人集资300万元建成一艘水上台阁，可是，这艘有“水上宾利”戏称的奢华龙舟却命途多舛，两年间在同一时间、同一地点沉没。沉没的原因，至今没有查清。两三天前，有人发现，“极品龙舟”又沉了。http://t.cn/RAakrpL","<a href=""http://app.weibo.com/t/feed/6BozqB"" rel=""nofollow"">经济观察网</a>","Sun Apr 12 19:00:26 +0800 2015","20","22","26",NULL,NULL,"http://ww3.sinaimg.cn/bmiddle/61d83ed4jw1er2zlmt9v0j20fa0awdhh.jpg"
"3830880507905372","5103578591",NULL,NULL,"3830880507905372","3830880507905372","分手快一年了[失望]他也有了新欢这一年间我也有一段感情[失望]但是被我提出分手终结了[失望]其实这段时间一直没有忘记过他真的很爱他[失望]","<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>","Sun Apr 12 19:02:30 +0800 2015","9","34","118",NULL,NULL,NULL
"3830884115035530","1638781994",NULL,NULL,"3830884115035530","3830884115035530","【正视频直播女子冰球世锦赛中国冲冠】2015年女子冰球世锦赛甲级B组进入最后一天争夺，中国队迎战保持不败的斯洛伐克队，如果能够战胜对手，中国队将夺得冠军并且在下个赛季升级进入甲级A组。祝中国队姑娘们好运！视频直播间：http://t.cn/RASJJmB手机APP看球：http://t.cn/8kdKLwn","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Sun Apr 12 19:16:50 +0800 2015","15","16","62",NULL,NULL,"http://ww4.sinaimg.cn/bmiddle/61add42ajw1er2zwicvndj20hs0w9afz.jpg"
"3830884291462840","5103578591",NULL,NULL,"3830884291462840","3830884291462840","初恋啊20多年了我还执着的义无反顾的喜欢着你 可以写成一部剧本","<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>","Sun Apr 12 19:17:32 +0800 2015","4","28","94",NULL,NULL,NULL
"3830896702609977","3765107901",NULL,NULL,"3830896702609977","3830896702609977","链接查看评论","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Sun Apr 12 20:06:51 +0800 2015","0","1","0",NULL,NULL,"http://ww2.sinaimg.cn/bmiddle/e06afcbdgw1er31iqfi24j208i09zq38.jpg"
"3830905506684475","2993049293",NULL,NULL,"3830905506684475","3830905506684475","【郑智手球送点 宏运扳回一城】第34分钟，秦升掷出界外球，禁区内郑智躲闪不及，手球送点！宏运队詹姆斯主罚命中！恒大2比1宏运！#2014年中超#","<a href=""http://app.weibo.com/t/feed/1tqBja"" rel=""nofollow"">360安全浏览器</a>","Sun Apr 12 20:41:50 +0800 2015","21","38","30",NULL,NULL,"http://ww1.sinaimg.cn/bmiddle/b2664ecdjw1er32izvwa2g207t04bkjl.gif"
"3830906973886677","5103578591",NULL,NULL,"3830906973886677","3830906973886677","我的天啊，果然世界之大无奇不有。我只是发个树洞希望大家真诚说点意见而已。结果评论有吐槽的，有说我瞎编的，真是吓到我了，嗯，我想第一次发树洞是尝试，那这是最后一次发树洞。","<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>","Sun Apr 12 20:47:40 +0800 2015","4","8","35",NULL,NULL,NULL
"3830908232483281","5103578591",NULL,NULL,"3830908232483281","3830908232483281","树洞君，爱一个人好难。?","<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>","Sun Apr 12 20:52:40 +0800 2015","8","28","67",NULL,NULL,NULL
"3830908371394912","1940798632",NULL,NULL,"3830908371394912","3830908371394912","从这里出发，约嘛[害羞]","<a href=""http://weibo.com/"" rel=""nofollow"">iPhone 6 Plus</a>","Sun Apr 12 20:53:13 +0800 2015","1","13","4",NULL,NULL,"http://ww2.sinaimg.cn/bmiddle/73ae3ca8jw1er32uyuvtbj20hs0dcaan.jpg"
"3830908568491714","2799878712",NULL,NULL,"3830908568491714","3830908568491714"," 如何叫醒熟睡的基友，新技能get！！！","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Sun Apr 12 20:54:00 +0800 2015","0","1","2",NULL,NULL,"http://ww3.sinaimg.cn/bmiddle/70e0a133gw1er1n0nrb9jg207q05ue84.gif"
"3830909490452793","5103578591",NULL,NULL,"3830909490452793","3830909490452793","我叫白云 是真的 你觉得好听么","<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>","Sun Apr 12 20:57:40 +0800 2015","6","41","53",NULL,NULL,NULL
"3830910090298155","1736329970",NULL,NULL,"3830910090298155","3830910090298155","#赛事集锦#韦德拿下30分6板5助攻，但也没能帮热火止住连败。目前，热火与东部第八的胜场差已经被拉开到了2.5场，他们剩下的两个对手分别是魔术和76人，就算取得全胜，热火也要寄希望篮网和凯尔特人全输，他们才有晋级季后赛的希望……http://t.cn/RAaseEI","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Sun Apr 12 21:00:03 +0800 2015","22","24","68",NULL,NULL,"http://ww2.sinaimg.cn/bmiddle/677e4af2jw1er2t0dz73aj20go0aeadn.jpg"
"3830910480407073","1699540307",NULL,NULL,"3830910480407073","3830910480407073","【除了姚贝娜星，天上还有什么星？】在浩瀚的宇宙中，有约120颗以中国人名、地名、机构等命名的小行星。中国人第一次给小行星起了啥名? 谁给小行星起名叫周杰伦星?周董听说之后又说了什么?猛戳链接: 答案在这里。~ http://t.cn/RASoO48","<a href=""http://app.weibo.com/t/feed/173r1J"" rel=""nofollow"">三星Galaxy NOTE III</a>","Sun Apr 12 21:01:36 +0800 2015","15","20","44",NULL,NULL,"http://ww3.sinaimg.cn/bmiddle/654ced53jw1er3329t6jyj20oe0jcn81.jpg"
"3830910602871577","1341902602",NULL,NULL,"3830910602871577","3830910602871577","【山东鲁能—广州富力】乌索扳平比分！","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Sun Apr 12 21:02:05 +0800 2015","0","4","3",NULL,NULL,"http://ww4.sinaimg.cn/bmiddle/4ffbcf0agw1er3346kbnvg20b406a4qq.gif"
"3830911798147344","1341902602",NULL,NULL,"3830911798147344","3830911798147344","【山东鲁能—广州富力】主裁判认定阿洛伊西奥假摔，出示黄牌，两黄变一红，阿洛伊西奥被罚下。","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Sun Apr 12 21:06:50 +0800 2015","1","15","6",NULL,NULL,"http://ww1.sinaimg.cn/bmiddle/4ffbcf0agw1er338rf06rg20b406ax6p.gif"
"3830915321485221","2200249730",NULL,NULL,"3830915321485221","3830915321485221","【中学生因生理期不适未让座 被老人骂哭】近日，浙江宁波一女学生放学坐公交车回家，因生理期不适未能给几个老人让座而被骂哭。老人说她不仅读书差品行也差，要找学校领导。该女生发帖问道：“我姨妈疼不让座错了吗？骂了十多分钟还把我校牌拿走，我要怎么办？”http://t.cn/RAagAJK你怎么看？[思考]","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Sun Apr 12 21:20:50 +0800 2015","10","19","5",NULL,NULL,"http://ww4.sinaimg.cn/bmiddle/83252582jw1er33n9ybnzj20br0em76h.jpg"
"3831087518658744","1774800467",NULL,NULL,"3831087518658744","3831087518658744","【顺为与小米如何跳好“双人舞”？战略价值与财务回报协调】这家既不是纯粹的财务投资机构，也不是纯粹的小米科技战略投资部，却跟小米有着强协同效应的投资机构，是如何与小米进行合作的？又如何向独立LP解释其与小米的利益区隔？http://t.cn/RASBQPB","<a href=""http://app.weibo.com/t/feed/BbsPZ"" rel=""nofollow"">投资界</a>","Mon Apr 13 08:45:05 +0800 2015","0","1","6",NULL,NULL,"http://ww2.sinaimg.cn/bmiddle/69c94e53jw1er3nfoiiiyj20b405kjs0.jpg"
"3831097261385437","5103578591",NULL,NULL,"3831097261385437","3831097261385437","不知道我们能在一起多久，不过至少我们现在还没有分手","<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>","Mon Apr 13 09:23:48 +0800 2015","9","13","71",NULL,NULL,NULL
"3831098519506240","5103578591",NULL,NULL,"3831098519506240","3831098519506240","我爱的你为什么总是伤透我的心","<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>","Mon Apr 13 09:28:48 +0800 2015","4","13","49",NULL,NULL,NULL
"3831098616532878","1642292081",NULL,NULL,"3831098616532878","3831098616532878","火箭主场121-114战胜鹈鹕；哈登拿下30分7助攻，霍华德19分11篮板，布鲁尔20分；安东尼-戴维斯为鹈鹕贡献27分7篮板。","<a href=""http://app.weibo.com/t/feed/4ACxed"" rel=""nofollow"">iPad客户端</a>","Mon Apr 13 09:29:11 +0800 2015","16","35","55",NULL,NULL,"http://ww4.sinaimg.cn/bmiddle/61e36371jw1er3ocvh6ivj20ax0gdgnk.jpg"
"3831098834702871","1698513182",NULL,NULL,"3831098834702871","3831098834702871","【西媒：曼城有意再次追逐安切洛蒂】英超第32轮比赛，在曼切斯特德比中，曼城以2-4不敌曼联。比赛过后，西媒在报道中透露，曼城高层决定再次追逐安切洛蒂，以期改善球队成绩。据西媒消息，曼城最快能够在下周就得到安切洛蒂本人的答复。曼城在今年2月份曾经想和安切洛蒂签下合同了。","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Apr 13 09:30:03 +0800 2015","18","27","14",NULL,NULL,"http://ww3.sinaimg.cn/bmiddle/653d411egw1er3nnd3zz6j20i40do0t7.jpg"
"3831099044625197","1649586835",NULL,NULL,"3831099044625197","3831099044625197","SpaceX’s Hans Koenigsmann: With upgrades to Falcon 9 booster and barge, expect 75-80% chance of landing first stage after Monday launch. 猎鹰9号升级之后，预计此次回收第一级的成功率在75-80%左右。","<a href=""http://app.weibo.com/t/feed/1JALDw"" rel=""nofollow"">索尼Z3</a>","Mon Apr 13 09:30:53 +0800 2015","0","1","2",NULL,NULL,"http://ww2.sinaimg.cn/bmiddle/6252b293jw1er3ora2anej20qo0hkac2.jpg"
"3831099781917182","5103578591",NULL,NULL,"3831099781917182","3831099781917182","最想听到WD对我说:你是我这辈子最害怕失去的人。。。","<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>","Mon Apr 13 09:33:49 +0800 2015","2","10","33",NULL,NULL,NULL
"3831100683925354","1642634100",NULL,NULL,"3831100683925354","3831100683925354","【360新手机或采用无边框设计 酷派相关专利曝光】据国家知识产权局网站公布的专利信息显示，酷派已申请一项手机无边框技术专利，使用该专利的智能手机将可以实现无边框的视觉效果。路透社援引知情人士的消息，这项专利将被应用到奇虎360和宇龙酷派合作推出的新一代智能手机当中。http://t.cn/RASkUyR","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Apr 13 09:37:24 +0800 2015","6","8","5",NULL,NULL,"http://ww1.sinaimg.cn/bmiddle/61e89b74jw1er3oy1m53uj20bu09n3zj.jpg"
"3831101035937971","5103578591",NULL,NULL,"3831101035937971","3831101035937971","树洞兄:请帮我转告刘慧静我爱她[男孩儿]","<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>","Mon Apr 13 09:38:48 +0800 2015","0","13","53",NULL,NULL,NULL
"3831101069497284","1638781994",NULL,NULL,"3831101069497284","3831101069497284","【东部冲八形势】雄鹿锁定季后赛席位、步行者击败雷霆，东部冲八形势逐渐明朗。凯尔特人只需再赢一场Or步行者再输一场，就可晋级。第八个席位将在篮网、步行者、热火间产生，热火只存在理论上的晋级可能。热火出局后，若篮网步行者战绩相同，篮网将凭借常规赛交锋优势进入季后赛。@黎双富","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Apr 13 09:38:56 +0800 2015","16","18","34",NULL,NULL,"http://ww1.sinaimg.cn/bmiddle/61add42ajw1er3oz57xcdj20ft0ja778.jpg"
"3831101786827855","1883881851",NULL,NULL,"3831101786827855","3831101786827855","【火箭121-114鹈鹕】雷霆与鹈鹕先后输球，且均剩2场比赛，雷霆需战绩超过鹈鹕方可晋级（平局鹈鹕晋级）。火箭仍排在西部第六，战绩与灰熊持平。哈登30分7助攻，霍华德19分11篮板，布鲁尔20分，约什15分7篮板。鹈鹕浓眉哥27分7篮板，霍利迪17分，庞德克斯特、阿西克、E戈登均13分http://t.cn/RASkFc6","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Mon Apr 13 09:41:47 +0800 2015","31","44","63",NULL,NULL,"http://ww3.sinaimg.cn/bmiddle/7049c17bjw1er3p2euhbej20gi0aztap.jpg"
"3831102298708051","5103578591",NULL,NULL,"3831102298708051","3831102298708051","20150308 嗯 三八快樂","<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>","Mon Apr 13 09:43:49 +0800 2015","2","7","17",NULL,NULL,NULL
